1
18.55896547	54.41785516
18.55906307	54.41802561
18.55919808	54.41799932
18.55910048	54.41782887
18.55896547	54.41785516
END
2
18.55821568	54.41698039
18.55791340	54.41703754
18.55796315	54.41712699
18.55826543	54.41706984
18.55821568	54.41698039
END
3
18.55781563	54.41705534
18.55748030	54.41711785
18.55752807	54.41720505
18.55786340	54.41714254
18.55781563	54.41705534
END
4
18.55708861	54.41700314
18.55722635	54.41726732
18.55739299	54.41723773
18.55725526	54.41697354
18.55708861	54.41700314
END
5
18.55730500	54.41736417
18.55734522	54.41743704
18.55758942	54.41739119
18.55754921	54.41731831
18.55730500	54.41736417
END
6
18.55762878	54.41730089
18.55767471	54.41738764
18.55797032	54.41733433
18.55792440	54.41724759
18.55762878	54.41730089
END
7
18.55800147	54.41726162
18.55804365	54.41733873
18.55832600	54.41728618
18.55828382	54.41720907
18.55800147	54.41726162
END
8
18.55800560	54.41778045
18.55807038	54.41790664
18.55819625	54.41788463
18.55813147	54.41775844
18.55800560	54.41778045
END
9
18.55763422	54.41801221
18.55778108	54.41798820
18.55769333	54.41780547
18.55754647	54.41782948
18.55763422	54.41801221
END
10
18.55732858	54.41806593
18.55745738	54.41804338
18.55741571	54.41796232
18.55728691	54.41798486
18.55732858	54.41806593
END
11
18.55872890	54.41737684
18.55877086	54.41744558
18.55858099	54.41748499
18.55862401	54.41755545
18.55895895	54.41748592
18.55887412	54.41734671
18.55872890	54.41737684
END
12
18.66118915	54.40626298
18.66114548	54.40630799
18.66122278	54.40633356
18.66126646	54.40628855
18.66118915	54.40626298
END
13
18.57660078	54.41712992
18.57643830	54.41729522
18.57685046	54.41743305
18.57694985	54.41733190
18.57687197	54.41730582
18.57693506	54.41724167
18.57660078	54.41712992
END
14
18.57844910	54.41772308
18.57830998	54.41780611
18.57885020	54.41811402
18.57898933	54.41803099
18.57844910	54.41772308
END
15
18.55686786	54.41786151
18.55680174	54.41787511
18.55682249	54.41790926
18.55669210	54.41793602
18.55671648	54.41797621
18.55677504	54.41796420
18.55679836	54.41800294
18.55693617	54.41797459
18.55686786	54.41786151
END
16
18.57437656	54.41750302
18.57432567	54.41756469
18.57441143	54.41758873
18.57446232	54.41752705
18.57437656	54.41750302
END
17
18.57291432	54.41794484
18.57282328	54.41795405
18.57285530	54.41806186
18.57295329	54.41805196
18.57293809	54.41800129
18.57303037	54.41799191
18.57298941	54.41785458
18.57289049	54.41786457
18.57291432	54.41794484
END
18
18.54617016	54.41380467
18.54582734	54.41373649
18.54579843	54.41378601
18.54618324	54.41386252
18.54621215	54.41381301
18.54617016	54.41380467
END
19
18.54721110	54.41184091
18.54713805	54.41182670
18.54707424	54.41193803
18.54714730	54.41195224
18.54721110	54.41184091
END
20
18.54792723	54.41064558
18.54808186	54.41065586
18.54809769	54.41057546
18.54794307	54.41056517
18.54792723	54.41064558
END
21
18.54820024	54.41086497
18.54827480	54.41091020
18.54851968	54.41077293
18.54844511	54.41072771
18.54820024	54.41086497
END
22
18.54416107	54.41029600
18.54404112	54.41027155
18.54395523	54.41041479
18.54407518	54.41043925
18.54416107	54.41029600
END
23
18.55449854	54.41209052
18.55446486	54.41205524
18.55430075	54.41210849
18.55433443	54.41214376
18.55449854	54.41209052
END
24
18.53596944	54.41148117
18.53581431	54.41137898
18.53573618	54.41141932
18.53589131	54.41152150
18.53596944	54.41148117
END
25
18.57780993	54.40157152
18.57797589	54.40160114
18.57804095	54.40147712
18.57787499	54.40144750
18.57780993	54.40157152
END
26
18.57791935	54.40137457
18.57807248	54.40140765
18.57812370	54.40132692
18.57797057	54.40129384
18.57791935	54.40137457
END
27
18.57802830	54.40120845
18.57818096	54.40124234
18.57825736	54.40112520
18.57810470	54.40109131
18.57802830	54.40120845
END
28
18.57815158	54.40102791
18.57828410	54.40105751
18.57833074	54.40098629
18.57819822	54.40095670
18.57815158	54.40102791
END
29
18.57827633	54.40085286
18.57840535	54.40089341
18.57846924	54.40082414
18.57834022	54.40078359
18.57827633	54.40085286
END
30
18.57849153	54.40061843
18.57842235	54.40069362
18.57857625	54.40074189
18.57864543	54.40066671
18.57849153	54.40061843
END
31
18.57862565	54.40047668
18.57856505	54.40054120
18.57868162	54.40057846
18.57874222	54.40051394
18.57862565	54.40047668
END
32
18.57890787	54.40033274
18.57878468	54.40029527
18.57871017	54.40037880
18.57874550	54.40038953
18.57883336	54.40041627
18.57890787	54.40033274
END
33
18.57891806	54.40016511
18.57909731	54.40022067
18.57915077	54.40016197
18.57897152	54.40010641
18.57891806	54.40016511
END
34
18.57907394	54.40000509
18.57919487	54.40005334
18.57927010	54.39998924
18.57914918	54.39994099
18.57907394	54.40000509
END
35
18.57948961	54.39982962
18.57934782	54.39977275
18.57926481	54.39984322
18.57940661	54.39990008
18.57948961	54.39982962
END
36
18.57958216	54.39974435
18.57967434	54.39966529
18.57953484	54.39960988
18.57944266	54.39968894
18.57958216	54.39974435
END
37
18.57965021	54.39950887
18.57982164	54.39957554
18.57989362	54.39951259
18.57972219	54.39944592
18.57965021	54.39950887
END
38
18.58000455	54.39943818
18.58009704	54.39935840
18.57991381	54.39928602
18.57982131	54.39936580
18.58000455	54.39943818
END
39
18.55712484	54.41452920
18.55717256	54.41466351
18.55730282	54.41464826
18.55725432	54.41451413
18.55712484	54.41452920
END
40
18.55671290	54.41382161
18.55669506	54.41333249
18.55650159	54.41333492
18.55651944	54.41382405
18.55671290	54.41382161
END
41
18.55620552	54.40679687
18.55620973	54.40690621
18.55644247	54.40690329
18.55643825	54.40679386
18.55620552	54.40679687
END
42
18.55641274	54.40697285
